game_id,white_player,black_player,white_groups,black_groups,all_groups,white_spbts,black_spbts,white_exposure,black_exposure,plies_analyzed,white,black,result,date,time_control,variant,starting_fen,white_elo,black_elo,white_a,black_a,white_b,black_b,white_c,black_c,white_d,black_d,white_e,black_e,white_f,black_f,white_g,black_g,white_h,black_h,cohort_id,cohort_name,cohort_tags
,"Daulyte-Cornette,Deimante","Lu,Miaoyi",[],[],"['rating_2000_9999', 'cohort_member']",0.2014388489208633,0.2923076923076923,139,130,23,"Daulyte-Cornette,Deimante","Lu,Miaoyi",0-1,2025.08.03,,Standard,,2401.0,2439.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.8333333333333334,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Paehtz,E","Daulyte-Cornette,Deimante",[],[],"['rating_2000_9999', 'cohort_member']",0.17355371900826447,0.0,121,122,23,"Paehtz,E","Daulyte-Cornette,Deimante",1/2-1/2,2025.08.04,,Standard,,2406.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Wagner,Dinara","Lu,Miaoyi",[],[],"['rating_2000_9999', 'cohort_member']",0.10655737704918032,0.05555555555555555,122,144,23,"Wagner,Dinara","Lu,Miaoyi",0-1,2025.08.04,,Standard,,2404.0,2439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Oro,Faustino","Bartel,Mat",[],[],"['rating_2000_9999', 'cohort_member']",0.08888888888888889,0.140625,135,128,23,"Oro,Faustino","Bartel,Mat",0-1,2025.08.04,,Standard,,2465.0,2576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Kozak,Adam","Tamas,Christian-Arrydan",[],[],"['rating_2000_9999', 'cohort_member']",0.0,0.1643835616438356,107,146,23,"Kozak,Adam","Tamas,Christian-Arrydan",1-0,2025.08.03,,Standard,,2586.0,2145.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ardeleanu,A","Raja,Rithvik R",[],[],"['rating_2000_9999', 'cohort_member']",0.19708029197080293,0.10526315789473684,137,114,23,"Ardeleanu,A","Raja,Rithvik R",1/2-1/2,2025.08.03,,Standard,,2142.0,2553.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Stremavicius,T","Owezdurdiyeva,J",[],[],"['rating_2000_9999', 'cohort_member']",0.1171875,0.08450704225352113,128,142,23,"Stremavicius,T","Owezdurdiyeva,J",1/2-1/2,2025.08.03,,Standard,,2549.0,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Rouda Essa,Alserkal","Kazhgaleyev,M",[],[],"['rating_2000_9999', 'cohort_member']",0.15555555555555556,0.08695652173913043,135,138,23,"Rouda Essa,Alserkal","Kazhgaleyev,M",0-1,2025.08.03,,Standard,,2127.0,2521.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Miron,L",Nithik Reddy Bhavanam,[],[],"['rating_2000_9999', 'cohort_member']",0.05128205128205128,0.06896551724137931,117,116,23,"Miron,L",Nithik Reddy Bhavanam,1-0,2025.08.03,,Standard,,2481.0,2126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.36363636363636365,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Kaliszuk,Kamil","Magold,Filip",[],[],"['rating_2000_9999', 'cohort_member']",0.14788732394366197,0.140625,142,128,23,"Kaliszuk,Kamil","Magold,Filip",0-1,2025.08.03,,Standard,,2123.0,2454.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Krstulovic,Alex","Sava,Robert-Gabriel",[],[],"['rating_2000_9999', 'cohort_member']",0.13178294573643412,0.0,129,112,23,"Krstulovic,Alex","Sava,Robert-Gabriel",1-0,2025.08.03,,Standard,,2449.0,2121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Andreasyan,Edgar","Ilinca,Felix-Antonio",[],[],"['rating_2000_9999', 'cohort_member']",0.051094890510948905,0.0,137,132,23,"Andreasyan,Edgar","Ilinca,Felix-Antonio",1/2-1/2,2025.08.03,,Standard,,2120.0,2446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Pajeken,Jakob Leon","Oltean,Cristian-Daniel",[],[],"['rating_2000_9999', 'cohort_member']",0.30303030303030304,0.13114754098360656,132,122,23,"Pajeken,Jakob Leon","Oltean,Cristian-Daniel",1-0,2025.08.03,,Standard,,2443.0,2118.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Corbu,George-Alexandru","Pribelszky,Bence",[],[],"['rating_2000_9999', 'cohort_member']",0.12380952380952381,0.15942028985507245,105,138,23,"Corbu,George-Alexandru","Pribelszky,Bence",1/2-1/2,2025.08.03,,Standard,,2115.0,2428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Vanczak,Tamas","Obada,Ema",[],[],"['rating_2000_9999', 'cohort_member']",0.1349206349206349,0.058333333333333334,126,120,23,"Vanczak,Tamas","Obada,Ema",0-1,2025.08.03,,Standard,,2420.0,2113.0,0.0,0.2916666666666667,0.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Kassay,Lilla","Ghimpu,Samuel-Timotei",[],[],"['rating_2000_9999', 'cohort_member']",0.15833333333333333,0.0,120,118,23,"Kassay,Lilla","Ghimpu,Samuel-Timotei",0-1,2025.08.03,,Standard,,2110.0,2412.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Aakash Sharadchandra,Dalvi","Tudoroiu,Razvan-Catalin",[],[],"['rating_2000_9999', 'cohort_member']",0.15555555555555556,0.11538461538461539,135,104,23,"Aakash Sharadchandra,Dalvi","Tudoroiu,Razvan-Catalin",1-0,2025.08.03,,Standard,,2396.0,2108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.5,0.2916666666666667,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,Praveen K B,"Haack,Kevin",[],[],"['rating_2000_9999', 'cohort_member']",0.140625,0.09230769230769231,128,130,23,Praveen K B,"Haack,Kevin",0-1,2025.08.03,,Standard,,2107.0,2383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.125,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Pasti,Aron","Olariu,Luca-Stefan",[],[],"['rating_2000_9999', 'cohort_member']",0.02962962962962963,0.06944444444444445,135,144,23,"Pasti,Aron","Olariu,Luca-Stefan",1-0,2025.08.03,,Standard,,2376.0,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Dragomirescu,An","Avinash,Ramesh",[],[],"['rating_2000_9999', 'cohort_member']",0.18699186991869918,0.14925373134328357,123,134,23,"Dragomirescu,An","Avinash,Ramesh",0-1,2025.08.03,,Standard,,2104.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Srihari,L","Mazilu,Stefan Fabian",[],[],"['rating_2000_9999', 'cohort_member']",0.11926605504587157,0.0,109,122,23,"Srihari,L","Mazilu,Stefan Fabian",1-0,2025.08.03,,Standard,,2368.0,2098.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Guretchii,Kirill","Hacker,Jonas",[],[],"['rating_2000_9999', 'cohort_member']",0.18045112781954886,0.0967741935483871,133,124,23,"Guretchii,Kirill","Hacker,Jonas",1-0,2025.08.03,,Standard,,2098.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.5,0.20833333333333334,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sharan,R","Lazar,D",[],[],"['rating_2000_9999', 'cohort_member']",0.1796875,0.1774193548387097,128,124,23,"Sharan,R","Lazar,D",1-0,2025.08.03,,Standard,,2365.0,2096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Maria,Lia-Alexandra","Povshednyi,Ivan",[],[],"['rating_2000_9999', 'cohort_member']",0.21379310344827587,0.06451612903225806,145,124,23,"Maria,Lia-Alexandra","Povshednyi,Ivan",1/2-1/2,2025.08.03,,Standard,,2092.0,2355.0,0.4583333333333333,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Manish Anto,Cristiano F","Smeryk,Andriy",[],[],"['rating_2000_9999', 'cohort_member']",0.1640625,0.09090909090909091,128,132,23,"Manish Anto,Cristiano F","Smeryk,Andriy",1-0,2025.08.03,,Standard,,2353.0,2092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Papai,Mate","Egresi,M",[],[],"['rating_2000_9999', 'cohort_member']",0.0,0.045454545454545456,132,132,23,"Papai,Mate","Egresi,M",0-1,2025.08.03,,Standard,,2089.0,2352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,Adharsh K,"Petroff,Vlad",[],[],"['rating_2000_9999', 'cohort_member']",0.14492753623188406,0.14102564102564102,138,156,23,Adharsh K,"Petroff,Vlad",1-0,2025.08.03,,Standard,,2346.0,2082.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Dascalescu,Adelin-Stefan","Filip,Andrei",[],[],"['rating_2000_9999', 'cohort_member']",0.08870967741935484,0.1506849315068493,124,146,23,"Dascalescu,Adelin-Stefan","Filip,Andrei",0-1,2025.08.03,,Standard,,2082.0,2337.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Filip,L","Prelipcean,Eric-Matei",[],[],"['rating_2000_9999', 'cohort_member']",0.13043478260869565,0.26153846153846155,115,130,23,"Filip,L","Prelipcean,Eric-Matei",1/2-1/2,2025.08.03,,Standard,,2334.0,2082.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.625,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Barbu,Simon-Alexandru","Stanciu,Al",[],[],"['rating_2000_9999', 'cohort_member']",0.13533834586466165,0.09859154929577464,133,142,23,"Barbu,Simon-Alexandru","Stanciu,Al",0-1,2025.08.03,,Standard,,2081.0,2329.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Nemeth,Zalan","Pasti,Zsombor",[],[],"['rating_2000_9999', 'cohort_member']",0.11764705882352941,0.10294117647058823,119,136,23,"Nemeth,Zalan","Pasti,Zsombor",1-0,2025.08.03,,Standard,,2326.0,2073.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Dima,Ioan-Radu","Cnejev,Vladimir-Alexandru",[],[],"['rating_2000_9999', 'cohort_member']",0.125,0.1774193548387097,128,124,23,"Dima,Ioan-Radu","Cnejev,Vladimir-Alexandru",1/2-1/2,2025.08.03,,Standard,,2069.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Trifan,Andrei Ioan","Balaban-Voia,Alexandru",[],[],"['rating_2000_9999', 'cohort_member']",0.2246376811594203,0.16176470588235295,138,136,23,"Trifan,Andrei Ioan","Balaban-Voia,Alexandru",1-0,2025.08.03,,Standard,,2321.0,2068.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Rindhiya,V","David,Alexandru",[],[],"['rating_2000_9999', 'cohort_member']",0.16312056737588654,0.14035087719298245,141,114,23,"Rindhiya,V","David,Alexandru",1-0,2025.08.03,,Standard,,2067.0,2318.0,0.0,0.0,0.4583333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Miszler,Levente","Kozak,Adam",[],[],"['rating_2000_9999', 'cohort_member']",0.13970588235294118,0.21794871794871795,136,156,23,"Miszler,Levente","Kozak,Adam",1/2-1/2,2025.08.04,,Standard,,2271.0,2586.0,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.625,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Kazhgaleyev,M","Zetocha,C",[],[],"['rating_2000_9999', 'cohort_member']",0.010869565217391304,0.2702702702702703,92,148,23,"Kazhgaleyev,M","Zetocha,C",1-0,2025.08.04,,Standard,,2521.0,2267.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.041666666666666664,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Czebe,A","Miron,L",[],[],"['rating_2000_9999', 'cohort_member']",0.21804511278195488,0.1527777777777778,133,144,23,"Czebe,A","Miron,L",0-1,2025.08.04,,Standard,,2266.0,2481.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Magold,Filip","Geher,Koppany",[],[],"['rating_2000_9999', 'cohort_member']",0.1310344827586207,0.07017543859649122,145,114,23,"Magold,Filip","Geher,Koppany",1-0,2025.08.04,,Standard,,2454.0,2265.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Eletskikh,A","Krstulovic,Alex",[],[],"['rating_2000_9999', 'cohort_member']",0.18181818181818182,0.171875,132,128,23,"Eletskikh,A","Krstulovic,Alex",0-1,2025.08.04,,Standard,,2256.0,2449.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Yao,Stefano","Pajeken,Jakob Leon",[],[],"['rating_2000_9999', 'cohort_member']",0.17164179104477612,0.15873015873015872,134,126,23,"Yao,Stefano","Pajeken,Jakob Leon",1/2-1/2,2025.08.04,,Standard,,2248.0,2443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ghimpu,Samuel-Timotei","Kiss,Mat",[],[],"['rating_2000_9999', 'cohort_member']",0.06382978723404255,0.06569343065693431,141,137,23,"Ghimpu,Samuel-Timotei","Kiss,Mat",1-0,2025.08.04,,Standard,,2412.0,2224.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.375,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Papp,Petra","Aakash Sharadchandra,Dalvi",[],[],"['rating_2000_9999', 'cohort_member']",0.2158273381294964,0.13559322033898305,139,118,23,"Papp,Petra","Aakash Sharadchandra,Dalvi",1-0,2025.08.04,,Standard,,2226.0,2396.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Haack,Kevin","Lehaci,Miruna-Daria",[],[],"['rating_2000_9999', 'cohort_member']",0.05405405405405406,0.06779661016949153,111,118,23,"Haack,Kevin","Lehaci,Miruna-Daria",1-0,2025.08.04,,Standard,,2383.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Siva Kumar,Nirish Kumar","Pasti,Aron",[],[],"['rating_2000_9999', 'cohort_member']",0.26666666666666666,0.12,150,150,23,"Siva Kumar,Nirish Kumar","Pasti,Aron",0-1,2025.08.04,,Standard,,2214.0,2376.0,0.0,0.0,0.0,0.125,0.7916666666666666,0.20833333333333334,0.0,0.0,0.0,0.0,0.875,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Avinash,Ramesh","Dinesh,Rajan M",[],[],"['rating_2000_9999', 'cohort_member']",0.1111111111111111,0.17391304347826086,153,138,23,"Avinash,Ramesh","Dinesh,Rajan M",1-0,2025.08.04,,Standard,,2368.0,2206.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Le Ruyet,L","Srihari,L",[],[],"['rating_2000_9999', 'cohort_member']",0.11940298507462686,0.1111111111111111,134,126,23,"Le Ruyet,L","Srihari,L",0-1,2025.08.04,,Standard,,2194.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.7,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ciocani,Iosif","Sharan,R",[],[],"['rating_2000_9999', 'cohort_member']",0.1076923076923077,0.03225806451612903,130,124,23,"Ciocani,Iosif","Sharan,R",1/2-1/2,2025.08.04,,Standard,,2191.0,2365.0,0.0,0.16666666666666666,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Szegedy,Matyas","Manish Anto,Cristiano F",[],[],"['rating_2000_9999', 'cohort_member']",0.14893617021276595,0.2463768115942029,141,138,23,"Szegedy,Matyas","Manish Anto,Cristiano F",0-1,2025.08.04,,Standard,,2191.0,2353.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Egresi,M","Danila,Tudor-Gabriel",[],[],"['rating_2000_9999', 'cohort_member']",0.21014492753623187,0.14285714285714285,138,112,23,"Egresi,M","Danila,Tudor-Gabriel",1-0,2025.08.04,,Standard,,2352.0,2178.0,0.0,0.0,0.4583333333333333,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Voicu,Teodor-Mihnea",Adharsh K,[],[],"['rating_2000_9999', 'cohort_member']",0.1450381679389313,0.15714285714285714,131,140,23,"Voicu,Teodor-Mihnea",Adharsh K,1/2-1/2,2025.08.04,,Standard,,2178.0,2346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Filip,Andrei","Sobol,Matvii",[],[],"['rating_2000_9999', 'cohort_member']",0.07352941176470588,0.0,136,110,23,"Filip,Andrei","Sobol,Matvii",1/2-1/2,2025.08.04,,Standard,,2337.0,2174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Stanciu,Al","Dodoi,Matei-Teodor",[],[],"['rating_2000_9999', 'cohort_member']",0.15,0.15517241379310345,140,116,23,"Stanciu,Al","Dodoi,Matei-Teodor",1/2-1/2,2025.08.04,,Standard,,2329.0,2168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Muntean,Victor","Nemeth,Zalan",[],[],"['rating_2000_9999', 'cohort_member']",0.22695035460992907,0.014492753623188406,141,138,23,"Muntean,Victor","Nemeth,Zalan",1-0,2025.08.04,,Standard,,2176.0,2326.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Davi,A","Trifan,Andrei Ioan",[],[],"['rating_2000_9999', 'cohort_member']",0.07857142857142857,0.021739130434782608,140,138,23,"Davi,A","Trifan,Andrei Ioan",0-1,2025.08.04,,Standard,,2171.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.125,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sachilaru,Alexandru","Korcsek,Alexandru-David",[],[],"['rating_2000_9999', 'cohort_member']",0.14,0.04918032786885246,150,122,23,"Sachilaru,Alexandru","Korcsek,Alexandru-David",1-0,2025.08.04,,Standard,,2315.0,2154.0,0.16666666666666666,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Obada,Ema","Krishna Teja,N",[],[],"['rating_2000_9999', 'cohort_member']",0.10077519379844961,0.0,129,128,23,"Obada,Ema","Krishna Teja,N",1/2-1/2,2025.08.04,,Standard,,2113.0,2312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Guretchii,Kirill","Craciun,Sasha-Matei",[],[],"['rating_2000_9999', 'cohort_member']",0.14615384615384616,0.08695652173913043,130,138,23,"Guretchii,Kirill","Craciun,Sasha-Matei",1-0,2025.08.04,,Standard,,2098.0,2311.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
